N1,N2,N3,N4,N5,N6,N7,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,label
48,3060.0,4,4,28,2,1,0,3,6,2,1,3,2,3,1,1,1,0,1,0
24,2284.0,4,2,28,1,1,3,3,6,2,1,3,2,0,1,1,1,1,1,1
6,931.0,1,1,32,1,1,0,0,4,0,2,0,2,1,2,1,3,0,1,0
6,753.0,2,3,64,1,1,0,3,6,2,0,0,1,3,1,1,1,0,1,1
20,6148.0,3,4,31,2,1,0,4,9,0,3,2,2,0,0,1,1,1,1,1
48,15672.0,2,2,23,1,1,0,3,0,2,0,3,2,0,1,1,1,1,1,0
10,1225.0,2,2,37,1,1,2,3,1,2,0,3,2,0,1,1,1,1,1,1
6,1299.0,1,1,74,3,2,2,1,4,2,0,3,2,3,1,1,2,0,0,1
24,1201.0,4,1,26,1,1,0,3,4,2,2,3,2,1,1,1,1,0,1,1
10,7308.0,2,4,70,1,1,0,3,4,2,4,3,2,2,0,0,0,1,1,1
18,2515.0,3,4,43,1,1,3,3,3,2,0,3,2,3,1,1,1,1,1,1
24,3972.0,2,4,25,1,1,3,3,3,2,1,0,2,1,1,2,1,1,1,1
6,666.0,3,4,39,2,1,1,1,4,3,1,0,2,3,1,1,3,1,1,1
12,1498.0,4,1,23,1,1,1,3,6,2,0,0,2,0,0,1,1,0,1,1
15,2687.0,2,4,26,1,1,2,3,0,2,1,3,2,1,1,2,1,1,1,1
10,3949.0,1,1,37,1,2,2,3,4,2,2,3,1,1,1,1,3,0,1,1
24,3621.0,2,4,31,2,1,3,3,6,0,3,3,2,0,1,1,1,0,1,0
36,5848.0,4,1,24,1,1,2,3,6,2,0,3,2,0,1,1,1,0,1,1
15,1386.0,4,2,40,1,1,3,3,6,4,0,2,2,3,1,2,1,1,1,1
60,6836.0,3,4,63,2,1,1,2,0,2,3,3,2,2,1,1,1,1,1,0
13,2101.0,2,4,23,1,1,0,3,6,2,2,0,1,1,1,1,3,0,1,1
12,3399.0,2,3,37,1,1,2,3,6,4,3,3,2,0,1,1,0,0,1,1
10,1038.0,4,3,49,2,1,1,1,4,2,1,3,0,1,1,1,1,1,1,1
24,3868.0,4,2,41,2,1,3,1,9,2,3,0,2,0,1,2,0,1,1,1
12,1107.0,2,2,20,1,2,1,3,6,2,0,3,2,3,1,2,0,1,1,1
12,2579.0,4,1,33,1,2,1,3,4,2,2,3,2,3,1,1,3,0,1,0
24,2957.0,4,4,63,2,1,1,1,9,2,3,3,2,1,1,1,1,1,1,1
21,5248.0,1,3,26,1,1,3,3,9,4,0,3,2,0,1,1,1,0,1,1
30,2522.0,1,3,39,1,2,1,3,6,2,3,3,1,1,1,1,1,0,1,1
45,11816.0,2,4,29,2,1,1,4,0,2,3,3,2,0,1,2,1,0,1,0
18,1887.0,4,4,28,2,1,0,1,0,4,0,2,2,3,0,1,1,0,1,1
36,5493.0,2,4,42,1,2,1,3,9,2,3,3,2,2,1,0,1,0,1,1
12,682.0,4,3,51,2,1,3,1,4,0,1,0,2,0,1,1,1,1,1,1
36,3959.0,4,3,30,1,1,1,3,3,2,4,3,2,1,1,1,0,1,1,1
18,1216.0,4,3,23,1,1,1,3,4,2,2,0,2,0,1,2,1,1,1,0
12,1240.0,4,2,38,2,1,3,1,6,4,3,0,2,3,1,1,1,1,1,1
15,3368.0,3,4,23,2,1,3,1,9,3,3,3,2,2,1,2,1,1,1,1
15,1905.0,4,4,40,1,1,2,3,2,2,3,3,2,0,1,2,0,1,1,1
36,2613.0,4,2,27,2,1,3,4,7,2,0,3,2,0,1,1,1,0,1,1
18,6070.0,3,4,33,2,1,3,1,6,2,3,3,2,0,1,1,1,1,1,1
12,1158.0,3,1,26,1,1,0,3,6,1,0,1,2,0,1,1,1,1,1,1
6,1221.0,1,2,27,2,1,3,1,3,4,0,2,2,1,1,1,1,0,1,1
36,3349.0,4,2,28,1,1,3,3,3,2,0,0,2,0,1,1,0,1,1,0
10,1275.0,4,2,23,1,1,2,3,3,2,2,0,2,1,1,1,1,0,1,1
6,1957.0,1,4,31,1,1,1,1,6,2,1,0,2,0,1,1,1,0,1,1
8,3398.0,1,4,39,2,1,1,1,4,2,1,3,2,3,1,1,3,0,0,1
12,1893.0,4,4,29,1,1,1,3,4,2,0,0,1,1,1,1,1,1,1,1
15,2186.0,1,4,33,1,1,3,3,3,4,1,0,2,3,0,2,3,0,1,1
18,12976.0,3,4,38,1,1,0,3,9,2,4,0,2,2,1,0,0,1,1,0
30,4583.0,2,2,32,2,1,1,4,3,2,0,1,1,3,1,1,1,0,1,1
18,4297.0,4,3,40,1,1,0,2,3,2,3,1,2,2,1,1,0,1,1,0
30,2333.0,4,2,30,1,1,3,3,6,1,3,3,2,0,0,1,0,0,1,1
12,1330.0,4,1,26,1,1,2,3,4,2,2,3,2,3,1,1,1,0,1,1
42,6289.0,2,1,33,2,1,2,4,0,2,2,1,2,1,1,1,1,0,1,1
30,3832.0,2,1,22,1,1,0,3,3,2,2,2,2,1,1,1,1,0,1,1
24,1371.0,4,4,25,1,1,1,3,4,4,0,0,2,3,1,2,1,0,1,0
6,700.0,4,4,36,2,1,3,1,6,4,3,3,2,2,1,0,1,0,1,1
12,983.0,1,4,19,1,1,0,3,3,3,2,0,2,3,1,2,3,0,1,1
27,8318.0,2,4,42,2,1,0,4,0,2,3,0,2,2,1,0,0,1,1,0
24,1249.0,4,2,28,1,1,3,3,4,2,2,2,2,3,1,1,1,0,1,1
7,730.0,4,2,46,2,1,3,1,6,4,3,3,2,1,1,2,3,1,1,1
12,3077.0,2,4,52,1,1,3,3,6,2,0,3,2,0,1,1,1,1,1,1
42,7174.0,4,3,30,1,1,1,3,6,4,1,0,2,0,1,1,0,1,1,0
30,4249.0,4,2,28,2,1,0,1,4,2,4,2,2,0,1,1,0,0,1,0
24,4526.0,3,2,74,1,1,3,1,0,2,0,3,2,3,1,1,0,1,1,1
30,2150.0,4,2,24,1,1,0,3,4,2,0,0,1,2,0,1,1,0,1,0
24,1358.0,4,3,40,1,1,1,0,5,4,3,3,2,0,2,1,0,1,1,0
10,1418.0,3,2,35,1,1,3,3,4,0,0,3,2,3,1,2,3,0,0,1
15,2326.0,2,4,27,1,1,0,1,0,1,0,3,2,0,0,1,1,0,1,1
24,3878.0,4,2,37,1,1,0,1,4,0,2,1,2,0,1,1,1,1,1,1
30,4221.0,2,1,28,2,1,0,4,0,2,0,0,2,0,1,1,1,0,1,1
9,1422.0,3,2,27,1,1,1,3,4,2,2,3,2,2,1,0,0,1,1,0
10,1546.0,3,2,31,1,2,3,3,4,2,0,3,2,3,1,1,3,0,0,1
18,3244.0,1,4,33,2,1,0,4,3,2,0,0,2,0,0,1,1,1,1,1
42,4370.0,3,2,26,2,2,1,2,6,2,1,3,2,1,0,1,1,1,1,0
30,7596.0,1,4,63,2,1,3,1,9,4,3,3,2,0,1,1,1,0,1,1
24,2924.0,3,4,63,1,2,1,3,9,2,0,3,1,2,0,1,1,1,1,1
36,8947.0,3,2,31,1,2,3,2,9,4,1,3,2,0,2,1,0,1,1,1
12,795.0,4,4,53,1,1,1,3,2,2,2,0,2,1,1,1,1,0,1,0
6,454.0,3,1,22,1,1,0,3,7,2,2,2,2,1,1,1,3,0,1,1
33,7253.0,3,2,35,2,1,3,1,9,2,1,3,2,0,1,1,0,1,1,1
21,2745.0,3,2,32,2,1,0,1,3,3,1,3,2,0,1,1,1,1,1,1
6,1338.0,1,4,62,1,1,3,3,1,1,0,1,2,3,1,1,1,0,1,1
24,2835.0,3,4,53,1,1,3,3,3,1,3,3,2,1,1,1,1,0,1,1
12,3017.0,3,1,34,1,1,0,3,3,2,2,0,2,3,1,2,0,0,1,1
12,926.0,1,2,38,1,1,3,1,4,2,4,0,2,1,1,1,2,0,1,1
6,1238.0,4,4,36,1,2,3,3,8,4,4,3,2,1,1,1,0,1,1,1
18,1582.0,4,4,46,2,1,3,1,6,3,3,3,2,0,1,1,1,0,1,1
6,448.0,4,4,23,1,1,1,3,2,2,2,0,2,1,1,1,1,0,1,0
24,999.0,4,2,25,2,1,3,3,6,4,3,3,2,0,1,1,1,0,1,1
12,1567.0,1,1,22,1,1,0,3,6,2,0,0,2,0,1,1,1,1,1,1
6,1554.0,1,2,24,2,1,3,1,6,2,1,0,2,0,1,2,1,1,1,1
24,5511.0,4,1,25,1,1,3,3,3,0,0,3,2,0,2,1,1,0,1,1
45,4576.0,3,4,27,1,1,0,1,9,0,4,3,2,0,1,1,1,0,1,1
12,2002.0,3,4,30,1,2,0,3,4,2,1,3,2,1,1,2,1,1,1,1
12,697.0,4,2,46,2,1,1,0,4,2,2,3,2,0,0,1,1,1,1,0
24,2463.0,4,3,27,2,1,3,1,4,0,1,2,2,1,1,1,1,1,1,1
36,11054.0,4,2,30,1,1,3,1,9,4,0,3,2,0,1,1,0,1,1,1
12,719.0,4,4,41,1,2,3,3,2,2,3,3,2,0,0,1,3,0,1,0
12,3527.0,2,3,45,1,2,3,3,4,4,2,3,2,1,1,1,0,1,1,1
36,9566.0,2,2,31,2,1,3,1,6,2,0,0,2,0,2,1,1,0,1,1
36,8065.0,3,2,25,2,1,1,1,2,2,0,0,2,2,1,1,0,1,1,0
15,3186.0,2,3,20,1,1,3,3,4,3,1,0,2,0,1,2,1,0,1,1
12,1101.0,3,2,27,2,1,3,3,4,2,0,2,2,3,1,1,1,1,1,1
10,2315.0,3,4,52,1,1,1,3,6,2,3,3,2,3,1,1,3,0,1,1
24,11938.0,2,3,39,2,2,0,1,5,2,0,3,0,0,1,1,0,1,1,0
6,590.0,3,3,26,1,1,0,3,6,2,2,2,2,3,1,1,3,0,0,1
48,3979.0,4,1,41,2,2,0,3,6,4,1,3,2,0,1,1,1,1,1,1
24,3749.0,2,4,26,1,1,2,3,3,2,2,0,2,0,1,1,1,0,1,1
12,3573.0,1,1,23,1,1,0,1,6,2,0,0,2,3,1,1,3,0,1,1
15,5045.0,1,4,59,1,1,3,1,4,4,3,0,2,0,1,1,1,1,1,1
21,3414.0,2,1,26,2,1,1,2,2,2,2,3,2,1,1,1,1,0,1,0
12,2122.0,3,2,39,2,2,1,1,4,2,0,3,2,3,1,2,3,0,0,1
28,4006.0,3,2,45,1,1,1,3,4,2,0,3,2,0,1,1,3,0,1,0
12,701.0,4,2,40,1,1,1,3,6,2,0,2,2,3,1,1,3,0,1,1
9,918.0,4,1,30,1,1,0,3,3,2,0,0,2,1,1,1,1,0,1,0
12,2762.0,1,2,25,1,1,0,3,3,4,3,0,2,1,0,1,1,1,1,0
6,1872.0,4,4,36,3,1,1,1,3,2,4,3,2,2,1,0,0,1,1,1
24,2892.0,3,4,51,1,1,2,3,3,2,3,1,2,2,1,0,1,0,1,1
18,1473.0,3,4,39,1,1,3,3,6,2,2,2,2,3,1,1,1,1,1,1
36,7980.0,4,4,27,2,1,3,2,0,4,2,3,2,0,1,2,1,1,1,0
18,1924.0,4,3,27,1,1,0,3,3,4,2,0,2,3,1,2,1,0,1,0
30,10623.0,3,4,38,3,2,1,1,9,2,3,3,2,2,1,0,0,1,1,1
18,884.0,4,4,36,1,2,0,1,4,2,3,3,2,0,0,1,1,1,1,0
12,1264.0,4,4,57,1,1,3,1,0,4,3,3,2,2,1,2,3,0,1,1
48,18424.0,1,2,32,1,1,0,4,5,2,0,0,2,1,0,1,0,1,0,0
6,3676.0,1,3,37,3,2,1,1,4,2,0,3,2,3,1,2,1,0,1,1
24,3069.0,4,4,30,1,1,0,3,3,0,3,3,2,2,1,0,1,0,1,1
15,3568.0,4,2,54,1,1,3,3,6,2,3,0,2,0,0,2,0,1,1,1
48,9960.0,1,2,26,1,1,0,3,3,2,2,0,2,0,1,1,1,1,1,0
24,4736.0,2,4,25,1,1,0,1,3,2,2,0,2,0,0,1,3,0,1,0
36,14318.0,4,2,57,1,1,0,3,4,2,3,3,2,2,1,0,0,1,1,0
6,250.0,2,2,41,2,1,3,1,4,3,0,0,2,3,0,1,3,0,1,1
18,1442.0,4,4,32,2,2,1,0,4,2,1,3,2,2,1,0,3,0,1,0
12,888.0,4,4,41,1,2,0,3,4,2,3,3,2,0,0,1,3,0,1,0
15,802.0,4,3,37,1,2,0,3,6,2,3,3,2,0,1,1,1,0,1,0
24,1935.0,4,4,31,2,1,0,1,0,2,3,1,2,3,1,1,1,1,1,0
36,2862.0,4,3,30,1,1,0,2,4,0,3,3,2,2,1,0,1,0,1,1
24,2611.0,4,3,46,2,1,3,1,6,2,3,2,0,3,1,1,1,0,1,1
4,601.0,1,3,23,1,2,3,3,3,2,2,0,2,3,1,2,3,0,1,1
12,2121.0,4,2,30,2,1,1,1,4,2,0,3,2,1,1,1,1,0,1,1
6,6761.0,1,3,45,2,2,3,1,4,2,1,3,2,2,1,1,0,1,1,1
24,6872.0,2,1,55,1,1,1,0,3,2,2,1,2,1,0,1,1,1,1,0
12,1262.0,2,4,49,1,1,1,3,3,4,3,1,2,1,1,1,3,1,1,1
18,1880.0,4,1,32,2,1,1,1,6,2,1,2,2,1,1,1,0,1,1,1
12,1526.0,4,4,66,2,1,1,1,9,2,3,3,2,2,1,0,0,0,1,1
6,2647.0,2,3,44,1,2,1,3,6,1,0,3,2,3,1,2,1,0,1,1
24,3092.0,3,2,22,1,1,0,3,6,0,2,2,2,0,1,2,1,1,1,0
48,3609.0,1,1,27,1,1,3,0,0,2,0,0,2,3,2,1,1,0,1,1
4,1455.0,2,1,42,3,2,3,1,4,2,1,3,2,3,1,1,3,0,1,1
15,1979.0,4,2,35,1,1,3,3,6,4,3,3,2,0,1,1,1,0,1,1
12,2390.0,4,3,50,1,1,3,3,4,4,3,3,2,0,1,1,1,1,1,1
24,5433.0,2,4,26,1,1,3,3,9,4,4,0,2,1,1,2,0,1,1,1
18,1131.0,4,2,33,1,1,1,3,3,2,4,0,2,0,1,1,1,0,1,0
36,909.0,4,4,36,1,1,3,3,4,1,3,3,2,1,1,1,1,0,1,1
9,1449.0,3,2,27,2,1,3,3,0,2,1,0,2,0,1,1,1,0,1,1
18,1808.0,4,1,22,1,1,3,2,3,2,1,0,2,3,1,1,1,0,1,0
36,2348.0,3,2,46,2,1,1,1,3,2,0,2,2,1,1,1,1,1,1,1
20,2212.0,4,4,39,1,1,1,3,3,4,1,3,2,0,1,1,1,1,1,1
15,2327.0,2,3,25,1,1,2,3,6,2,2,0,2,3,1,1,3,0,1,0
24,1376.0,4,1,28,1,1,3,3,6,1,1,0,2,0,1,1,1,0,1,1
36,1819.0,4,4,37,1,1,3,3,2,2,0,3,2,2,2,0,1,1,1,0
6,1449.0,1,2,31,2,2,0,2,0,0,3,1,2,0,0,1,1,0,1,1
36,3835.0,2,4,45,1,1,3,3,6,4,3,0,2,3,1,1,3,1,1,1
30,3656.0,4,4,49,2,1,2,1,6,4,3,3,2,1,2,1,3,0,1,1
7,2576.0,2,2,35,1,1,0,3,6,2,0,3,1,3,1,1,1,0,1,1
18,1505.0,4,2,32,1,1,3,3,6,2,0,3,2,2,1,0,0,1,1,1
45,3031.0,4,4,21,1,1,0,3,6,0,0,3,1,1,1,2,1,0,1,0
48,10297.0,4,4,39,3,2,1,3,9,2,1,3,2,2,2,0,1,1,1,0
7,2329.0,1,1,45,1,1,0,3,6,2,2,0,1,3,1,1,1,0,1,1
36,9055.0,2,4,35,1,2,3,3,2,4,0,3,2,2,1,0,3,1,1,1
18,1239.0,4,4,61,1,1,0,3,2,4,0,3,2,2,1,0,1,0,1,1
27,3416.0,3,2,27,1,1,1,3,6,2,0,3,2,0,1,1,0,0,1,1
10,727.0,4,4,46,1,1,3,3,2,1,3,3,2,2,1,0,1,1,1,1
18,1217.0,4,3,47,1,1,1,3,1,2,0,2,2,3,1,1,3,1,1,0
36,10875.0,2,2,45,2,2,3,2,4,2,3,3,2,0,1,1,1,1,1,1
12,2930.0,2,1,27,1,1,0,3,6,2,1,0,2,3,1,1,1,0,1,1
12,1935.0,4,4,43,3,1,3,1,3,2,3,3,2,3,1,1,1,1,1,1
24,2375.0,4,2,44,2,2,3,2,0,1,0,3,2,0,1,1,1,1,1,1
48,4788.0,4,3,26,1,2,1,3,9,2,1,3,2,1,1,1,1,0,1,1
24,1938.0,4,3,32,1,1,1,3,6,2,2,1,2,1,1,1,1,0,1,0
9,1126.0,2,4,49,1,1,2,3,6,0,3,1,2,3,1,1,1,0,1,1
6,609.0,4,3,37,2,1,1,1,4,2,1,0,2,1,1,1,1,0,0,1
11,1577.0,4,1,20,1,1,0,3,3,3,2,0,2,3,1,1,1,0,1,1
24,2670.0,4,4,35,1,1,3,3,9,2,3,3,2,0,1,1,0,1,1,1
18,1345.0,4,3,26,1,1,1,3,6,2,0,2,2,3,0,1,1,0,1,0
6,1198.0,4,4,35,1,1,1,0,2,2,3,0,2,2,1,0,1,0,1,0
12,585.0,4,4,20,2,1,0,2,6,2,0,2,0,3,1,2,1,0,1,1
12,1480.0,2,4,66,3,1,2,1,4,1,4,3,2,2,0,0,2,0,1,1
6,1538.0,1,2,56,1,1,3,3,2,2,2,0,2,2,1,1,1,0,1,1
36,2820.0,4,4,27,2,1,0,1,4,2,2,1,2,0,1,1,1,0,1,0
18,4439.0,1,1,33,1,1,0,3,0,2,3,3,0,3,0,1,0,1,1,1
48,6758.0,3,2,31,1,1,1,3,6,2,0,0,2,0,1,1,1,1,1,0
24,11328.0,2,3,29,2,1,0,3,5,2,0,3,0,0,0,1,0,1,1,0
8,731.0,4,4,47,2,1,1,1,4,2,3,3,2,3,1,1,3,0,1,1
6,484.0,3,3,28,1,1,0,3,6,2,1,2,1,3,0,1,3,0,1,1
12,1185.0,3,2,27,2,1,3,1,0,2,0,0,2,3,1,1,1,0,1,1
15,1360.0,4,2,31,2,1,3,1,6,2,0,3,2,1,1,1,1,0,1,1
48,5381.0,3,4,40,1,1,0,3,5,4,4,3,2,2,0,0,2,1,1,1
12,2748.0,2,4,57,3,1,3,1,2,2,3,0,2,2,0,0,3,0,1,1
4,1494.0,1,2,29,1,2,2,3,4,4,2,3,2,3,1,1,3,0,0,1
21,3275.0,1,4,36,1,1,3,1,9,2,3,3,2,0,1,1,0,1,1,1
24,9277.0,2,4,48,1,1,3,3,9,4,0,1,2,2,1,0,1,1,1,1
24,2978.0,4,4,32,2,2,3,2,0,4,0,3,2,3,1,1,1,1,1,1
24,5150.0,4,4,33,1,1,3,1,3,2,3,3,2,0,1,1,1,1,1,1
18,750.0,4,1,27,1,1,1,3,2,2,4,0,2,3,1,1,2,0,1,0
9,2118.0,2,2,37,1,2,0,3,6,2,0,3,2,3,1,1,3,0,1,1
12,1934.0,2,2,26,2,1,3,1,6,2,3,3,2,2,1,1,1,0,1,1
24,2964.0,4,4,49,1,2,1,3,9,4,3,3,2,2,0,0,1,1,1,1
12,639.0,4,2,30,1,1,0,3,7,2,0,3,2,0,1,1,1,0,1,0
45,4746.0,4,2,25,2,1,0,1,6,2,2,3,2,1,1,1,3,0,1,0
24,947.0,4,3,38,1,2,2,3,4,2,1,3,2,2,0,0,1,0,1,0
48,3578.0,4,1,47,1,1,3,1,6,4,3,3,2,3,1,1,1,1,1,1
48,3051.0,3,4,54,1,1,1,3,1,2,0,3,2,0,1,1,1,0,1,0
18,3650.0,1,4,22,1,1,1,3,3,2,2,0,2,0,1,2,1,0,1,1
12,385.0,4,3,58,4,1,1,1,6,2,1,0,2,3,1,1,3,1,1,1
10,2069.0,2,1,26,2,1,3,1,3,4,0,2,2,0,1,1,1,0,0,1
24,4870.0,3,4,53,2,2,1,2,4,2,0,3,2,2,1,0,1,0,1,0
12,5801.0,2,4,49,1,1,3,1,3,4,3,3,2,1,1,2,1,1,1,1
24,4042.0,3,4,43,2,1,3,1,9,4,1,3,2,1,1,1,1,1,1,1
6,14555.0,1,2,23,1,1,0,3,4,4,4,3,2,1,1,1,2,1,1,0
12,1736.0,3,4,31,1,1,3,3,3,2,1,0,2,3,1,1,3,0,1,1
15,1569.0,4,4,34,1,2,3,0,6,0,3,3,2,0,0,1,3,0,1,1
9,2799.0,2,2,36,2,2,1,1,4,2,0,3,2,3,1,2,1,0,1,1
10,2901.0,1,4,31,1,1,3,3,9,4,2,0,2,3,1,2,1,0,1,1
24,3512.0,2,3,38,2,1,0,3,4,0,1,3,2,0,0,1,1,1,1,1
48,12749.0,4,1,37,1,1,3,2,6,1,1,3,2,0,1,1,0,1,1,1
6,1209.0,4,4,47,1,1,0,2,4,2,4,3,2,1,1,1,0,1,1,0
12,3016.0,3,1,24,1,1,2,3,6,2,0,2,2,0,1,1,1,0,1,1
12,652.0,4,4,24,1,1,1,3,3,2,3,0,2,1,1,2,1,0,1,1
36,4686.0,2,2,32,1,1,3,3,9,2,0,3,2,2,1,0,0,1,1,1
18,1530.0,3,2,32,2,1,3,1,4,2,0,3,2,1,0,1,1,0,1,0
20,4272.0,1,4,24,2,1,1,1,3,2,3,0,2,1,1,1,1,0,1,1
12,958.0,2,3,47,2,2,0,1,4,2,1,3,2,3,1,1,3,0,1,1
48,3914.0,4,2,38,1,1,3,3,0,4,0,1,2,3,0,1,1,0,1,0
18,7374.0,4,4,40,2,1,0,1,3,2,4,3,2,1,2,1,0,1,1,1
12,625.0,4,1,26,1,1,0,3,6,2,2,2,1,3,0,1,3,0,1,1
48,10222.0,4,3,37,1,1,3,3,6,4,1,3,2,0,2,1,1,1,1,1
48,3931.0,4,4,46,1,2,1,3,4,2,1,3,2,2,1,0,1,0,1,0
48,6110.0,1,3,31,1,1,3,1,2,2,0,3,2,2,0,0,1,1,1,1
18,1941.0,4,2,35,1,1,0,3,0,3,0,3,2,1,1,1,3,1,1,1
12,1963.0,4,2,31,2,2,3,3,6,2,1,3,2,0,1,2,0,1,1,1
24,4113.0,3,4,28,1,1,0,3,9,1,2,0,2,0,1,2,1,0,1,0
36,4463.0,4,2,26,2,1,3,2,6,2,0,3,2,0,1,1,0,1,1,0
6,2080.0,1,2,24,1,1,3,1,4,1,0,2,2,0,1,1,1,0,1,1
21,2319.0,2,1,33,1,1,2,1,2,2,2,1,2,0,1,2,1,0,1,0
18,2864.0,2,1,34,1,2,2,3,3,2,0,3,2,3,1,1,3,0,1,0
24,3777.0,4,4,50,1,1,3,1,3,3,0,3,2,3,1,1,1,1,1,1
18,2427.0,4,2,42,2,1,0,2,0,4,3,3,2,1,1,1,1,0,1,1
15,4657.0,3,2,30,1,1,3,3,9,2,0,3,2,0,1,1,1,1,1,1
24,1442.0,4,4,23,2,1,1,3,4,2,1,0,2,0,1,2,1,0,1,0
